OTU	L.CC14.1	L.CC14.2	L.CC14.3	L.CC15.1	L.CC15.2	L.CC15.3	L.CC11.1	L.CC11.2	L.CC11.3	L.CC18.1	L.CC18.2	L.CC18.3	L.CC7.1	L.CC7.2	L.CC7.3	L.CC13.1	L.CC13.2	L.CC13.3	L.CC6.1	L.CC6.2	L.CC6.3	L.CC16.1	L.CC16.2	L.CC16.3	L.CC5.1	L.CC5.2	L.CC5.3	L.CC9.1	L.CC9.2	L.CC9.3	L.CC8.1	L.CC8.2	L.CC8.3	L.CC17.1	L.CC17.2	L.CC17.3	L.CC19.1	L.CC19.2	L.CC19.3	L.CC3.1	L.CC3.2	L.CC3.3	L.CC10.1	L.CC10.2	L.CC10.3
Zotu15727	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0
Zotu15728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
Zotu15729	0	4	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
Zotu1573	79	50	19	90	9	143	90	0	0	14	0	14	0	14	0	34	5	18	0	24	0	0	9	84	6	13	0	0	0	0	0	14	0	0	3	0	7	0	10	17	17	0	0	0	0
Zotu15730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4	0	4	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0
Zotu15731	0	0	0	6	0	0	0	0	0	30	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu15733	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	8	0	0	0	0
Zotu15734	4	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu15735	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7	0	17	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Zotu15736	0	0	13	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu15737	0	0	0	0	0	0	0	0	16	0	0	0	0	5	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu15738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	16	4	0	0	0	0	0	0	0	0	0	0	0	0
Zotu15739	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0
Zotu1574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	385	171	217	0	0	0	0	0	0
Zotu15740	0	0	0	0	0	0	3	27	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
Zotu15741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	15	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
Zotu15742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0
Zotu15743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu15744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	29	0	0	0
Zotu15745	0	0	20	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
Zotu15746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	28	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu15747	0	0	0	4	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu15749	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	14	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Zotu1575	0	40	0	24	0	58	31	84	67	17	19	14	7	0	24	12	67	0	0	0	97	0	23	7	7	7	10	0	0	0	27	0	26	0	54	0	37	25	3	3	38	0	0	0	0
Zotu15750	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	9	0	0	0
Zotu15751	12	0	0	0	0	0	0	0	0	14	27	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu15752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	47	0	0	0	0	0	0
Zotu15753	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu15754	0	0	3	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	9	0	16	5	3	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	3	0	0	0	0	0
Zotu15755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	41	0	0	0	0	0	0	0	0	0	0	0
Zotu15756	0	0	0	35	0	0	0	0	0	16	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu15757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0
Zotu15758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	28	0	0	0	0	0	0	0	11	0	0	0	0	0
Zotu1576	15	7	0	0	0	0	0	15	0	29	0	0	0	0	0	19	3	6	46	132	210	9	21	4	0	0	0	0	0	0	5	0	90	0	0	0	9	10	0	28	6	0	68	3	0
Zotu15760	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
Zotu15761	0	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Zotu15762	0	0	0	3	0	12	0	0	0	0	0	15	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu15763	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	8	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu15764	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0
Zotu15765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	32
Zotu15766	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	30	0	0	0	0	0	0
Zotu15767	0	0	0	0	0	0	0	0	0	0	0	0	0	9	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	11	0	0	0	8	0	0	0	0	0	0	0	0
Zotu15768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	20	0	3	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
Zotu15769	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
Zotu1577	0	0	0	0	0	0	0	0	0	0	0	0	267	346	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu15770	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	3	0	0	0	9	0	17	0	0	0	0	0	0	0	0	0	0	0	0
Zotu15771	0	5	0	0	0	3	6	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	9	0	0	0	0	0	0	0
Zotu15772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0
Zotu15773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	48	0	0	0	0	0	0
Zotu15775	6	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu15776	0	0	0	0	8	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	3
Zotu15777	0	0	0	3	24	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
Zotu15778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	8	20	7	0	0	0
Zotu15779	0	0	0	0	0	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7	0	0	0	0
Zotu1578	147	103	50	0	0	21	0	19	0	158	126	11	0	0	0	27	46	22	0	0	0	0	0	14	0	0	0	0	0	0	0	0	10	0	0	0	0	45	0	0	0	0	0	0	0
Zotu15780	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	21	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	11	0
Zotu15781	0	0	0	0	13	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0
Zotu15783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	11	0	0	0	0	0	0	0	0
Zotu15784	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu15785	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	23	0	0	0	0	0	0
Zotu15786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	9	24	0	7	0	0	0
Zotu15787	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	28	0	0	0	0	0	0
Zotu15788	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0
Zotu15789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	17	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1579	0	0	0	0	0	0	0	0	0	0	0	0	309	105	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	142	0	0
Zotu15790	7	26	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu15791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	21	0	0	0	5	0	0	0	0	0	0	0	0
Zotu15793	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu15794	0	0	0	15	55	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu15797	3	5	0	0	3	0	0	3	4	5	5	0	0	0	0	4	0	0	0	5	4	0	0	0	3	0	0	0	0	0	0	0	0	0	5	0	0	0	4	0	0	0	0	7	0
Zotu15798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	6	0	0	0	0	0
Zotu15799	0	0	0	0	0	0	0	0	0	5	13	0	0	0	0	5	0	3	5	6	8	0	3	0	0	0	0	0	11	0	0	0	0	3	0	0	5	3	4	0	0	0	3	3	4
Zotu158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	797	810	1387	0	0	0	2005	2247	2221	0	0	0	0	0	0	171	223	190	0	0	0
Zotu1580	5	0	30	41	3	66	15	55	26	26	29	36	5	28	0	6	7	86	0	0	0	10	0	21	24	3	66	0	0	0	40	28	18	22	0	16	35	3	18	15	0	3	0	0	0
Zotu15800	0	6	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	12	9
Zotu15801	0	0	0	0	0	3	0	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0
Zotu15803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	6	0	0	0	16	0	0	0	0	0	0	0	0	27	0	0	0	0	0
Zotu15804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	10	28	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu15805	3	10	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu15806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	3	0	0	0
Zotu15807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	13	0	0	0
Zotu15809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12	19	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1581	0	0	0	90	103	123	20	0	0	102	62	22	0	0	0	35	121	0	0	6	0	0	0	0	33	0	0	0	0	0	48	36	22	0	0	0	0	0	0	0	0	0	0	0	0
Zotu15810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	33	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu15811	16	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu15813	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	56	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Zotu15818	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	3	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1582	27	64	43	64	61	31	0	0	0	11	40	24	9	0	0	0	71	147	0	0	0	0	29	0	16	0	0	0	0	0	40	7	12	0	0	0	22	0	41	43	0	59	0	0	0
Zotu15822	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
Zotu15823	0	0	0	0	0	0	15	4	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu15824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu15825	0	0	0	0	0	0	0	0	0	0	0	0	35	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu15827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu15829	0	0	0	0	0	0	0	0	0	30	6	4	0	0	0	0	0	16	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1583	0	5	13	0	0	0	0	0	0	0	0	0	0	62	13	0	0	0	0	214	0	57	0	0	0	23	0	0	0	0	0	13	11	0	0	0	8	36	4	55	5	50	110	215	164
Zotu15830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu15832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	31	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu15835	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Zotu15836	0	0	0	0	38	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu15838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1584	22	12	0	9	20	20	64	40	59	20	25	33	35	27	11	52	37	100	3	10	29	52	10	39	0	9	19	0	0	0	5	3	9	3	0	0	0	0	19	36	0	6	21	0	0
Zotu15840	0	0	0	0	0	0	0	0	0	0	0	26	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu15841	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu15849	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	3	0	0	0	7	0	0	0	0	0	3	0	5	0	0	5	0	0	3	0	0	0	0	0	0
Zotu1585	63	64	23	0	38	0	0	42	0	0	0	0	58	23	92	0	0	0	183	100	25	9	11	10	9	0	0	0	0	0	8	0	0	0	0	0	0	0	0	14	13	0	0	15	0
Zotu15852	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0
Zotu15854	21	6	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu15855	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu15856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	6	0	0	0	0	0	0	15	0	0	0	0	0
Zotu15857	0	0	0	4	0	0	0	0	0	8	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1586	0	0	0	102	100	108	0	0	0	50	48	128	0	0	0	96	25	213	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0
Zotu15860	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
Zotu15862	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0
Zotu15863	0	0	0	16	7	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu15866	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1587	25	3	35	20	0	52	7	3	54	0	0	0	0	0	25	0	0	21	5	35	67	67	25	6	30	8	20	0	0	0	83	52	15	0	0	0	12	61	21	101	5	0	0	0	0
Zotu15872	0	0	0	0	0	0	0	0	0	30	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu15876	0	0	22	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu15878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	15
Zotu1588	277	165	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu15883	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0
Zotu15886	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	38	0	0	0	0	0	5	11	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
Zotu15887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1589	0	15	9	0	10	0	77	7	13	84	0	20	0	0	0	61	0	7	0	3	0	0	11	18	18	22	3	0	57	0	27	0	24	0	59	21	111	71	33	0	41	18	0	0	0
Zotu15890	3	0	0	0	0	14	14	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu15894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0
Zotu15895	0	13	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu15898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	8	0	0	0	0	0	0	0	0	0	0	0	5	24	0	0	0	0	0
Zotu159	27	86	135	394	277	443	134	0	7	581	216	76	80	34	0	502	85	105	24	0	0	29	0	55	144	137	332	0	0	0	62	70	75	326	236	30	318	46	59	203	10	64	0	0	0
Zotu1590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	442	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu15900	18	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
Zotu15901	0	0	0	0	0	0	0	0	0	6	3	0	0	0	0	0	0	5	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu15903	0	0	0	37	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu15905	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu15907	0	0	0	0	0	0	0	0	0	0	0	0	15	16	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu15908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1591	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	39	0	7	0	360	0	0	9	46	0	0	0	38	0	0	0	30	0	0	0	0
Zotu15911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
Zotu15918	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	4	0	0	0	0	0	8	0	0	0	9	10	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1592	132	0	0	0	14	0	16	0	0	5	0	0	0	16	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	19	10	40	0	148	0	104	4	30	0	116	65	0	0	0
