OTU	L.CC14.1	L.CC14.2	L.CC14.3	L.CC15.1	L.CC15.2	L.CC15.3	L.CC11.1	L.CC11.2	L.CC11.3	L.CC18.1	L.CC18.2	L.CC18.3	L.CC7.1	L.CC7.2	L.CC7.3	L.CC13.1	L.CC13.2	L.CC13.3	L.CC6.1	L.CC6.2	L.CC6.3	L.CC16.1	L.CC16.2	L.CC16.3	L.CC5.1	L.CC5.2	L.CC5.3	L.CC9.1	L.CC9.2	L.CC9.3	L.CC8.1	L.CC8.2	L.CC8.3	L.CC17.1	L.CC17.2	L.CC17.3	L.CC19.1	L.CC19.2	L.CC19.3	L.CC3.1	L.CC3.2	L.CC3.3	L.CC10.1	L.CC10.2	L.CC10.3
Zotu10158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	10	7	0	0	12	6	0	0	0	0	19	7	18	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1016	0	125	38	38	27	43	5	0	0	130	49	0	0	0	6	98	98	0	5	3	0	0	0	0	23	111	138	0	0	0	22	80	90	0	0	0	0	26	0	19	73	38	0	0	0
Zotu10160	0	13	0	3	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	3	23	0	0	0	0	0	15	0	0	0	12	8	0	0	0	0	0	0	0
Zotu10161	5	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	45	0	0	0	0
Zotu10162	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	7	0	0	0	0	0	19	5	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	9	0	0	0	0
Zotu10163	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	8	44	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10165	0	0	0	4	0	0	0	0	0	0	22	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0
Zotu10166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	70	21
Zotu10167	0	0	0	0	0	0	0	0	0	0	0	0	9	0	7	0	0	0	0	0	0	0	0	136	45	0	0	0	0	0	15	8	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10168	0	0	0	0	0	0	0	0	0	0	0	0	6	49	33	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10169	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	6	0	0	0	0	29	5	4	0	0	0	8	0	0	0	0	0	16	0	0	0	0	0	0	5	15	0	0	0	0
Zotu1017	0	0	0	0	0	0	0	0	10	0	0	0	9	0	40	0	0	105	0	22	131	406	302	254	0	0	16	0	0	0	0	0	0	129	182	11	0	0	0	0	9	17	11	124	0
Zotu10171	0	0	0	0	15	15	0	0	0	5	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10172	0	0	0	0	0	0	0	0	4	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10173	0	0	0	0	22	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10174	0	0	0	0	0	4	0	0	0	0	0	9	3	0	0	0	0	0	0	0	0	0	0	0	7	0	3	0	0	0	0	0	16	42	0	0	0	0	0	0	0	0	0	0	0
Zotu10175	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0
Zotu10177	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0
Zotu10178	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53
Zotu10179	0	0	0	4	0	0	0	13	0	0	0	0	0	5	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0
Zotu1018	33	27	24	36	46	21	0	0	20	75	65	12	73	82	92	7	12	0	0	0	5	0	0	0	19	0	44	0	0	0	23	15	41	158	31	85	22	27	27	9	0	0	41	0	0
Zotu10181	0	0	0	49	17	8	0	0	0	0	0	0	0	0	0	7	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10182	0	0	0	53	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10183	0	31	0	3	0	7	0	0	0	0	9	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
Zotu10184	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	61	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	20	0	0	0	0	0	0	13	5	0	0	3	10	23	0
Zotu10187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	49	0	0	0	0	0
Zotu1019	0	0	0	0	0	0	0	0	0	0	0	0	581	817	652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	78	0
Zotu10195	0	0	0	0	0	0	0	0	0	107	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0
Zotu102	0	0	0	0	0	0	0	0	0	0	0	0	3060	2015	2101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1020	52	27	6	0	94	10	127	21	0	24	3	67	35	43	7	0	0	0	0	91	0	0	16	0	67	0	22	0	0	0	7	58	28	0	190	0	86	0	49	5	56	62	0	0	81
Zotu10200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	31	0	0	0	0	0	0	0
Zotu10206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10209	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	48	0	0	0	0
Zotu1021	33	25	73	0	0	50	36	23	29	13	19	28	168	0	27	80	7	0	0	17	99	0	0	23	61	79	131	0	0	0	86	98	41	0	0	0	0	0	3	21	4	8	0	0	0
Zotu10213	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	3	0	0	0	0	0	0	0	0
Zotu10214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	3	0	0	0	0	52	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
Zotu10216	0	10	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0
Zotu10218	0	0	0	0	0	0	0	0	0	18	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	5	0	0	0	0	0	0
Zotu1022	68	111	118	0	0	0	50	65	361	0	0	0	17	34	36	0	0	0	0	0	11	3	15	109	28	106	73	0	0	0	71	43	25	0	0	0	0	0	27	8	0	14	16	0	0
Zotu10220	0	0	0	0	9	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10221	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	4	63	0	0	0	0	5	0	0	0	0	0	0	0	5	0	0	0	0	16	0	0	0	0	0	3
Zotu10226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	15
Zotu10228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	15	12	12	0	0	0	0	0	0	15	0	0	0	0	0
Zotu1023	0	16	17	14	18	0	0	0	0	0	0	0	40	4	0	79	42	0	89	16	13	10	58	0	3	4	10	0	0	0	0	4	24	29	159	126	48	39	0	3	21	48	135	85	44
Zotu10231	0	10	3	3	0	0	0	0	0	0	0	0	0	5	11	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	13	0	0	0	11	0	0	0	0	26	0	0
Zotu10232	0	0	0	0	9	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	38	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	12	0	0	0	0	0	0	0
Zotu10235	0	0	0	50	0	0	0	0	0	0	9	0	0	0	0	0	9	0	0	0	0	8	0	0	27	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10236	0	0	0	0	0	0	53	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10237	0	0	40	0	0	0	0	0	21	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	11	0	0	0	0	0
Zotu10238	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80
Zotu10239	0	40	13	0	0	11	0	0	0	0	0	5	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1024	26	44	31	16	101	187	0	72	29	69	46	62	3	7	61	38	23	43	9	0	0	0	0	0	22	25	86	0	0	0	20	39	11	0	83	0	10	6	5	10	8	7	0	0	0
Zotu10240	0	37	3	9	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	3	0	0	9	0	0	0	0
Zotu10241	0	6	0	0	0	0	0	3	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	8	0	25	0	0	0	3	13	0	0	0
Zotu10242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	11	37	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0
Zotu10243	0	23	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	19	0
Zotu10244	0	0	0	0	0	0	0	0	0	16	0	0	0	14	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	6	9	0	0	0	0	0
Zotu10245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	26	0	0	0	18
Zotu10246	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10247	0	0	0	10	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	7	0	0	0	0
Zotu10248	21	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	4	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10249	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	8	0	0	7	0	0	0	0	0	0	0	0	0	0	0	7	0	4	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1025	81	48	31	51	26	19	65	75	47	60	50	31	8	47	27	19	3	49	25	0	0	0	83	0	52	53	0	0	0	0	81	56	80	0	5	11	33	6	12	22	45	15	0	0	0
Zotu10250	21	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	9	0	0	0	0
Zotu10251	0	7	0	0	0	0	0	3	11	0	0	0	6	0	0	16	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	16	0	0	0	0	0	0	17	0	0	0	0	0
Zotu10252	0	11	11	26	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	15	0	0	10	0
Zotu10253	0	0	0	0	0	0	20	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	15	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10255	0	0	0	12	0	17	0	9	0	9	56	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10256	13	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	22	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	13	3	28	0	0	0	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1026	51	0	54	12	0	9	7	20	0	0	0	4	15	22	34	10	25	0	0	0	0	80	41	35	20	30	5	0	0	0	38	19	20	10	0	0	159	98	199	33	92	30	0	0	60
Zotu10261	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10262	9	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10263	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	8	63	96	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
Zotu10264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68
Zotu10265	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	31	13	0	0	9	0	0	0	0	0	0	0	0	9	0	0	0	26	0	0	0	0	0	0	0	0
Zotu10266	0	0	0	0	22	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0
Zotu10267	0	0	0	0	0	0	0	0	0	28	15	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	6	0	24	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	24	48
Zotu10269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	42	0	0	0	0	0	0	0	37	0	0	0
Zotu1027	4	0	4	3	39	0	95	101	106	0	0	0	0	9	0	0	56	0	0	0	0	81	4	26	0	0	31	0	0	0	150	84	80	0	144	0	0	14	84	0	31	19	0	0	0
Zotu10270	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	13	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10271	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	30	11	0	0	0
Zotu10272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	42	10	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0
Zotu10273	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10274	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	14	0	0	0	0	0	0	8	0	0	4	0	0	0
Zotu10275	4	0	0	0	0	0	0	0	8	0	0	0	9	0	6	3	0	6	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
Zotu10276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	42	0	5	0	22	0	0	0	0	0	0
Zotu10277	0	0	15	0	11	0	0	0	24	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10278	9	0	5	15	0	11	0	0	0	0	5	0	19	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	5	0	0	0	0	0	0	0
Zotu10279	0	0	0	0	0	0	0	0	0	19	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	8	3	10	0	0	0
Zotu1028	19	84	278	0	0	0	61	27	139	0	0	0	0	0	0	0	0	0	182	0	61	117	136	85	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10280	0	0	0	0	0	0	3	0	19	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	3	0	0	0	0
Zotu10281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	70	0	0
Zotu10282	3	0	0	0	0	0	0	0	0	0	0	0	0	7	12	0	0	0	4	32	18	0	0	0	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
Zotu10283	12	15	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	3	5	0	13	0	0	0	0	4	0	0	0	0	0	0	0	13	0	0	0	0	0
Zotu10285	15	35	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	23	0	0	0	0
Zotu10287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	3	12	0	0	0	0	0	0	0	0	0	0	0	30	0	0	15	3	0	0	15	0	0	0
Zotu10288	0	0	6	0	6	7	0	0	0	0	0	0	0	0	10	19	3	0	0	0	0	0	0	0	0	0	9	0	0	0	4	0	0	0	0	3	0	0	0	0	6	0	0	0	0
Zotu10289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	13	0	0	0	0	3	4	0	0	0	0	63	0	0	0	0	0	0	0	0
Zotu1029	190	284	234	0	0	0	161	14	82	0	0	0	176	18	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	11	0	0	0
Zotu10291	0	0	0	3	30	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	8	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10292	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	23
Zotu10293	5	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	11	14	7	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Zotu10294	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	3	0	4	9	0	0	0	0	0	0	22	0	0	0	0	0	6	0	0	0	0	0	5
Zotu10295	0	0	0	38	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0
Zotu10296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	9	19
Zotu10297	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0
Zotu10299	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	21	19	0	0	0
Zotu103	179	398	113	457	351	235	120	77	441	307	109	74	129	86	102	549	325	279	67	119	0	0	181	381	112	74	76	0	0	0	198	223	179	60	193	0	108	71	264	63	6	135	0	0	77
Zotu1030	36	0	0	266	178	261	0	5	0	52	0	0	0	25	0	33	0	45	0	0	0	0	0	17	37	0	4	0	0	0	5	0	3	0	0	0	81	33	78	47	69	0	0	0	0
Zotu10302	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	34	41	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
Zotu10306	0	30	0	0	0	5	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	10	0	0	0	0	0	0	38	0	0	0	0	0	0
Zotu10308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	11	24	0	0	0	0	0	0	0	0	0	3	0	0
Zotu10309	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0
Zotu1031	19	0	0	141	28	57	0	0	24	69	0	0	5	20	40	107	0	0	79	14	87	0	46	28	0	14	4	0	0	0	91	5	9	0	4	172	42	0	0	0	89	3	20	234	18
Zotu10312	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10314	0	0	0	48	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10316	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10317	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	26	0	41	0	0	0	0	0	0	0	0	0	0
Zotu10318	0	0	0	8	24	0	0	0	0	0	0	3	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	53	0	0	0	0	0	0
Zotu1032	19	33	14	68	10	147	83	8	44	249	76	165	0	24	0	188	40	9	15	0	9	0	0	0	26	10	50	0	0	0	17	81	22	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10320	0	0	0	0	45	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10323	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0
Zotu10324	0	0	0	0	0	0	0	0	0	0	43	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10326	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10328	22	0	6	8	0	0	22	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
Zotu10329	0	0	15	0	0	0	6	0	6	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0
Zotu1033	129	155	49	38	45	14	0	0	0	101	41	49	0	34	0	11	105	0	0	0	24	0	0	0	34	72	87	0	0	0	0	0	49	0	14	0	4	52	44	0	36	6	0	0	0
Zotu10330	0	53	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
Zotu10334	6	0	3	0	0	0	0	0	0	0	0	10	0	0	13	0	5	12	0	0	0	0	0	0	13	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
