OTU	Z.CC14.1	Z.CC14.2	Z.CC14.3	Z.CC15.1	Z.CC15.2	Z.CC15.3	Z.CC11.1	Z.CC11.2	Z.CC11.3	Z.CC18.1	Z.CC18.2	Z.CC18.3	Z.CC7.1	Z.CC7.2	Z.CC7.3	Z.CC13.1	Z.CC13.2	Z.CC13.3	Z.CC6.1	Z.CC6.2	Z.CC6.3	Z.CC16.1	Z.CC16.2	Z.CC16.3	Z.CC5.1	Z.CC5.2	Z.CC5.3	Z.CC9.1	Z.CC9.2	Z.CC9.3	Z.CC8.1	Z.CC8.2	Z.CC8.3	Z.CC17.1	Z.CC17.2	Z.CC17.3	Z.CC19.1	Z.CC19.2	Z.CC19.3	Z.CC3.1	Z.CC3.2	Z.CC3.3	Z.CC10.1	Z.CC10.2	Z.CC10.3
Zotu3385	0	0	0	0	0	0	0	0	0	6	0	0	15	15	24	0	0	0	0	0	0	0	32	15	0	0	0	0	0	0	0	4	0	0	0	0	24	7	0	0	0	0	0	0	0
Zotu3387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	19	73	0
Zotu3388	4	18	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	6	0	0	0	0	0	0	10	0	0	0	0	0	12	0	8	0	0	0
Zotu3389	0	0	0	0	0	0	0	0	0	0	7	21	0	0	0	11	0	0	0	0	0	70	32	13	0	14	25	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	16	69	0	0	0
Zotu3392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	38	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3394	0	0	0	12	28	30	0	0	0	11	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3395	0	0	0	0	0	0	0	0	0	0	0	0	0	3	10	0	0	0	0	0	0	80	10	10	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0
Zotu3396	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	30	0	0	12	11	11	0	0	0	0	0	0
Zotu3397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	33	46	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	70	15	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3399	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	81	0	0	0
Zotu34	294	415	49	3952	2311	2661	10	0	0	2670	2707	3788	21	0	0	865	787	780	356	358	213	449	334	364	559	1106	971	69	0	0	1265	1187	1122	551	608	637	496	489	334	672	1086	1187	179	165	135
Zotu340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	274	77	798	615	1275	75	217	207	0	0	0	0	0	0	0	0	0	0	0	0	811	1252	1385	0	0	0
Zotu3401	11	0	0	0	0	0	32	22	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4	17	0	0	0	0
Zotu3402	30	23	0	0	0	0	0	0	0	12	5	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	36
Zotu3404	0	0	0	14	0	0	0	0	15	0	0	0	6	0	8	7	0	0	17	0	0	0	34	0	0	21	9	0	0	0	0	17	5	0	0	0	0	0	11	0	3	0	0	0	0
Zotu3407	8	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	72	67	0	0	0
Zotu3408	0	0	0	0	0	0	0	26	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3409	0	0	0	0	0	0	0	7	16	8	0	40	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	6	0	0	0	0
Zotu341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1734	1211	1494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3410	24	8	4	0	0	0	0	0	16	0	0	0	0	18	5	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	26	7	28	0	0	20
Zotu3412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	94	50	0	0	0
Zotu3414	0	0	0	0	0	0	78	0	0	0	15	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	8	18	0	0	0	13
Zotu3415	0	0	0	0	0	0	0	0	0	30	32	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3416	0	0	0	0	0	0	0	0	0	21	19	0	5	0	0	0	0	0	16	33	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	11	0	0	0	0	0	0
Zotu3417	30	45	0	13	0	0	0	0	0	10	0	0	0	24	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	34	7	0	0	0	7	0	0	0	0	0	0	0	0
Zotu3418	0	0	0	0	0	0	0	0	0	0	0	0	10	17	0	0	0	0	0	0	0	0	0	0	7	0	14	0	0	0	0	0	0	45	53	55	0	0	0	0	0	0	0	0	0
Zotu342	70	49	3	0	0	0	179	89	106	53	111	9	50	0	17	0	0	0	23	86	9	0	0	0	0	0	0	0	0	0	52	123	67	0	0	0	124	36	46	421	537	501	394	163	306
Zotu3420	0	0	0	23	12	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	44	0	10	0	0	0	0	0	0	0
Zotu3421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	30	40	5	0	0	15	0	0	0
Zotu3422	38	31	0	6	0	0	13	10	10	0	0	9	0	0	0	0	7	9	0	0	0	0	0	0	0	26	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3423	0	0	0	0	0	0	10	0	0	44	40	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3424	0	6	0	4	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	5	4	0	38	9	17	7	0	12
Zotu3425	0	0	0	0	7	5	0	0	0	0	0	0	19	16	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	6	17	0	0	0	0	0	0	27	4	5	0	0	5
Zotu3426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	15	54	0	0	0	8	4	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	9	15	15	15	0	0	0
Zotu3427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	13	15	0	0	0	53	18	63	0	0	0	0	0	0	0	0	0	0	0	0
Zotu343	318	388	51	0	0	0	0	0	0	0	0	0	0	0	0	295	159	369	0	0	0	200	155	113	101	172	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	543	539	385
Zotu3430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3431	0	0	0	17	0	0	30	26	31	13	11	0	0	0	0	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	11	0	0	0	0	0	0
Zotu3433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3434	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	67	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
Zotu3437	68	20	0	0	0	0	0	0	0	0	0	0	3	13	9	0	0	0	14	62	0	0	0	0	0	0	0	0	0	0	10	3	3	0	0	0	0	0	0	0	3	0	0	0	0
Zotu3438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	46	19	37
Zotu344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1108	1219	1716	0	0	0
Zotu3440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	11	32	0	0	0	0	12	0	0	15	14	0	0	0	0	0	0	0	0	0	0
Zotu3441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	153	43	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3442	0	0	0	12	0	6	5	0	37	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	6	0	0	0	0	0	36	0	5	0	0	0	26	0	0
Zotu3443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	27	68	0	0	0
Zotu3444	0	0	0	27	4	5	0	0	0	0	0	0	0	5	19	0	0	0	0	0	0	0	0	0	19	10	0	0	0	0	0	15	7	0	0	0	0	0	0	3	0	21	0	0	0
Zotu3445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	58	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3446	4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	5	19	0	11	0	0	0	8	0	0	0	0	0	0	0	5	0	0	0	0	0	8	5	0	10	7	5	17
Zotu3447	6	0	0	0	0	0	0	0	0	11	3	0	4	0	0	39	4	39	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3448	0	0	0	0	0	0	0	0	0	24	29	25	0	0	0	6	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3449	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	0	0	0	0	0	6	0	0	0	12	34	33	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	55	7
Zotu3450	0	0	0	0	0	0	0	0	0	5	0	0	10	0	0	0	0	0	0	0	0	6	15	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	8	17	67	0	0	0
Zotu3451	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	5	0	0	0	0	0	0	0	0	4	0	0	0	8	29	15	12	14	6	0	35	0
Zotu3452	0	0	0	0	6	0	0	0	0	0	53	17	0	0	0	0	0	25	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	39	0	32	0	0	0	0	0	0
Zotu3453	0	14	0	12	0	18	0	0	0	20	23	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	14	0	0	0
Zotu3455	94	45	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3456	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	77	28	37
Zotu3457	0	0	0	0	0	0	30	6	0	0	0	0	28	30	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3458	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	89	29	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1051	542	679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	714	544	422	105	194	338	0	0	0
Zotu3461	0	18	0	0	0	0	0	0	0	0	0	0	37	7	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	77	19
Zotu3464	0	0	0	12	0	0	0	0	7	0	0	0	0	0	0	36	0	0	0	0	0	0	3	0	0	0	0	0	0	0	13	22	5	0	0	0	0	0	12	0	0	34	0	26	0
Zotu3465	16	19	5	14	0	13	0	0	0	11	9	5	0	0	0	14	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	25	0	0	0	0
Zotu3466	0	0	0	0	0	0	42	8	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	31
Zotu3467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	5	0	8	10	16	34	4
Zotu3468	0	0	0	0	26	0	0	0	14	0	0	0	0	0	0	30	11	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	15	0	26	0	0	0	0	0	0
Zotu347	0	0	0	0	0	0	1486	1095	1421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3470	0	0	0	11	0	0	79	0	10	0	0	20	16	0	8	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	9	0	0	0
Zotu3471	0	0	0	0	16	0	0	0	0	47	42	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3473	0	0	0	0	0	0	0	33	10	0	0	0	0	0	0	44	0	0	0	0	0	15	0	0	6	0	0	0	0	0	0	0	0	0	0	0	8	0	6	0	0	0	0	0	0
Zotu3474	8	0	0	0	0	0	0	0	0	0	0	35	0	0	0	15	17	39	0	0	0	0	0	0	0	0	0	0	0	0	0	17	6	0	0	0	0	3	0	0	0	0	0	0	0
Zotu3475	0	0	0	0	0	8	0	0	0	0	0	0	8	9	9	0	0	0	5	28	6	0	0	0	3	0	0	0	0	0	17	10	0	0	0	0	0	0	0	0	23	0	0	5	3
Zotu3476	13	0	3	0	5	0	0	49	15	45	12	5	0	13	0	38	0	0	0	0	0	97	164	229	0	0	9	0	0	0	0	6	11	0	0	0	13	31	9	45	53	27	0	0	0
Zotu3477	0	0	0	0	0	7	0	0	0	33	19	45	4	0	0	8	6	23	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3478	0	0	0	0	0	0	0	0	0	17	0	3	0	12	0	7	0	40	33	4	0	0	0	52	0	5	7	0	0	0	26	16	5	0	0	0	0	0	0	0	0	0	0	0	0
Zotu348	159	52	7	39	7	27	74	183	193	35	0	18	63	93	34	5	40	0	39	11	0	142	36	116	16	62	10	129	297	958	20	60	25	5	31	61	31	70	81	112	125	161	127	152	81
Zotu3480	0	0	0	10	13	0	0	0	0	0	12	16	0	0	0	0	11	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0
Zotu3481	60	0	0	0	0	0	0	33	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	17	4	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3485	0	46	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	7	0	0	0	0	5	0	0	0	0	0	0	6	3	0	0	49	0	0	0
Zotu3487	24	0	0	0	0	0	0	0	0	0	6	15	0	0	0	3	5	5	0	0	0	12	11	0	0	8	17	0	0	0	0	0	0	0	7	0	0	0	0	0	4	0	12	0	0
Zotu3488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	55	17	54
Zotu349	360	265	24	52	4	55	238	195	276	150	98	193	96	204	134	45	0	51	164	252	160	325	176	349	56	65	137	12	33	138	92	68	88	66	44	53	171	143	85	122	112	152	250	223	259
Zotu3490	0	0	0	0	0	0	0	0	0	30	51	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3491	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	22	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3492	0	0	0	0	0	9	13	5	0	14	18	0	0	0	0	4	20	14	0	0	0	0	7	22	0	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
Zotu3493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	80	71	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3495	0	0	0	0	0	0	0	0	0	0	11	7	0	0	0	66	55	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
Zotu3497	0	0	0	0	0	0	0	0	0	0	0	0	14	0	5	0	0	0	0	0	0	61	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3498	0	0	0	0	6	8	5	0	0	0	13	0	0	0	0	27	0	8	0	0	0	0	0	5	0	0	9	0	0	0	4	0	0	0	0	0	0	0	24	0	0	0	0	0	0
Zotu35	0	0	0	0	0	0	0	0	0	4871	5194	7709	0	0	0	2315	2032	2006	0	0	0	3740	2425	3089	109	156	216	0	0	0	914	1203	801	0	0	0	408	227	184	0	0	0	0	0	0
Zotu350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	353	400	543	0	0	0	0	0	0	0	0	0	0	0	0	881	1409	1144	0	0	0
Zotu3501	0	0	0	0	0	0	8	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	25	0	0	0	0	5	0	5	0	0	0	0	0	27	61	6	0	0	0
Zotu3502	0	0	0	0	5	0	0	0	0	0	0	19	18	0	3	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	15	0	0	15	0	0	0
Zotu3503	0	0	0	0	0	13	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	27	0	0	9	4	0	0	0	0	0	10	0	0	22	0	0	0	6	0	0	0	0	0
Zotu3504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	5	0	0	0	0	4	3	0	0	0	0	4	0	0	0	0	0	20	4	19	7	18	19	58	42	13
Zotu3505	0	0	0	0	4	0	0	0	0	10	0	0	0	0	0	24	0	0	0	0	0	0	0	0	5	8	0	0	46	0	24	3	3	0	0	0	3	0	0	0	0	0	0	0	0
Zotu3506	0	0	0	0	0	0	24	56	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	41	65	0	0	0	0	0	0	0	0	0
Zotu3508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	64	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	21	27	0	0	0	0	0	0	0	5	34	0	0	0	0	0	0	0	0	0	0	0	0
Zotu351	418	486	35	0	0	0	501	266	260	11	0	35	292	371	319	0	0	0	15	0	0	77	24	34	73	46	66	0	0	0	32	57	55	27	0	0	82	5	0	267	118	270	102	48	54
Zotu3510	22	8	0	13	0	3	0	0	0	0	7	0	0	0	0	40	7	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	6	23	0	0	0	0	0	0	0	0	0
Zotu3511	32	4	0	0	7	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4	0	0	0	4	22	7	0	0	0	0	0	0	0	0	12	0	0	9
Zotu3512	0	0	0	4	10	0	0	0	0	0	0	0	0	0	0	0	36	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	15	18	0	0	0	7	0	0	0	0	0
Zotu3513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	43	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	58
Zotu3515	0	0	0	0	0	0	0	0	0	0	0	0	29	52	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	80	6	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3517	0	0	0	0	0	0	0	0	0	0	0	0	89	111	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0
Zotu3518	0	0	0	0	0	0	0	20	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	24	0	10
Zotu3519	0	0	0	0	0	0	23	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	50	0	0	0	0	0	0	0	11	0	4	0	0	0
Zotu352	1617	2159	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3521	11	20	4	10	0	0	3	0	0	0	27	16	0	8	0	0	0	0	6	0	0	5	15	43	0	0	4	0	0	0	3	0	7	7	0	0	3	0	0	11	9	9	0	0	0
Zotu3522	12	0	0	0	8	0	0	0	0	22	0	6	0	0	18	18	3	10	0	0	0	0	0	10	0	0	0	0	8	0	6	0	0	0	0	0	10	0	0	0	0	0	0	0	0
Zotu3525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	47	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	43
Zotu3529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	62	59	0	0	0
Zotu353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	62	95	0	0	0	35	50	36	0	0	0	0	0	0	1302	1035	1803	0	0	0
Zotu3535	60	26	10	0	0	0	9	22	18	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0
Zotu3537	10	0	0	0	0	0	0	0	0	0	0	0	8	14	16	0	0	0	0	0	0	5	8	0	0	0	0	0	0	0	0	0	29	0	0	0	25	0	0	0	12	0	0	0	0
Zotu3538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	52	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	806	1658	1541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3540	0	0	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	48	0	0	0	0
Zotu3542	0	0	0	0	0	0	0	0	0	0	0	0	48	65	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3543	0	0	0	0	0	0	0	36	0	15	0	0	0	0	0	0	20	26	0	0	0	0	0	0	0	0	9	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	10	0	0
Zotu3545	0	0	0	0	0	0	40	0	0	0	0	0	20	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	19	0	0	5	0	0	13	0	0	0	0
Zotu3547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	87	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3548	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	15	16	33	0	15	0	0	0	0	0	22
Zotu3549	23	63	7	0	0	7	0	0	0	0	43	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
Zotu355	147	129	21	184	80	99	85	161	95	268	196	288	28	73	24	152	126	328	8	0	0	112	103	181	56	156	159	0	0	0	113	120	83	54	0	37	83	26	23	20	118	20	0	0	5
Zotu3551	20	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	12	0	23	0
Zotu3552	0	0	0	5	0	6	0	0	22	0	0	29	0	0	0	0	0	0	0	5	0	0	3	0	0	6	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	45	0	0
Zotu3553	0	4	3	0	3	0	29	0	37	3	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	15	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3554	0	0	0	7	0	0	14	40	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	4	20	0	0	0	0
Zotu3555	0	0	0	7	0	0	22	0	9	11	3	13	0	0	6	0	0	17	0	0	10	0	19	13	0	0	6	0	0	0	11	3	9	0	0	3	0	0	0	0	0	6	0	0	0
