phylum	PUA	PUA	PUA	PUA	PUE	PUE	PUE	PUE	CT	CT	CT	CT	CU	CU	CU	CU	PT	PT	PT	PT
Arthropoda	0	0	0	0	2.333333333	37.66666667	0	40	6.666666667	0	2.333333333	9	1.666666667	0	0	1.666666667	9.666666667	0	16.66666667	26.33333334
Arthropoda	0	0	0	0	0	0	0	0	0	1	0	1	1.666666667	71	0	72.66666667	0	0	1	1
Arthropoda	0	11	26.66666667	37.66666667	0	3	1	4	0	6.333333333	0	6.333333333	0	0	0	0	12.33333333	17	3.333333333	32.66666666
Arthropoda	7.666666667	0	0	7.666666667	9	0	51.33333333	60.33333333	0	0	0	0	0	0	0	0	0	0	0	0
Arthropoda	0	0	1	1	0	11.33333333	6.666666667	18	2	0	0	2	0	0	0	0	11	1	40.33333333	52.33333333
Arthropoda	0	23	0	23	0	4.666666667	0	4.666666667	0	3.666666667	15.33333333	19	0	0	0	0	8	10.66666667	8	26.66666667
Arthropoda	0	0	24	24	5.666666667	13.33333333	5.333333333	24.33333333	0	5	9	14	0	0	0	0	3.333333333	0	11.33333333	14.66666666
Arthropoda	0	0	0	0	0	0	0	0	7	27.33333333	34.66666667	69	0	0	0	0	0	0	0	0
Arthropoda	4.333333333	40.33333333	65.33333333	110	9.666666667	35.66666667	43.33333333	88.66666667	27.33333333	11.66666667	51.66666667	90.66666667	221.3333333	35	0	256.3333333	34.66666667	97.66666667	49.66666667	182
Arthropoda	0	0	0	0	0	23.66666667	0	23.66666667	39	1	0	40	0	0	0	0	7	0	0	7
Arthropoda	71.33333333	321	255.6666667	648	213	218	107	538	654.6666667	692.6666667	735	2082.333333	573	65.33333333	0	638.3333333	386	124.6666667	445.6666667	956.3333334
Arthropoda	0	13.33333333	0	13.33333333	0	0	0	0	0	3.333333333	22	25.33333333	1	0	0	1	21.33333333	0	0	21.33333333
Arthropoda	0	2	11	13	0	0	0	0	0	0	0	0	0	43	0	43	0	0	0	0
Arthropoda	0	0	0	0	33.66666667	0	0	33.66666667	0	23.66666667	0	23.66666667	0	0	0	0	0	0	0	0
Arthropoda	9.333333333	34.33333333	13	56.66666666	0	0	0	0	0	8.666666667	0	8.666666667	0	0	0	0	0	0	5	5
Arthropoda	0	12	0	12	3	1	3.666666667	7.666666667	5.333333333	0	1	6.333333333	11	1.666666667	0	12.66666667	15	0	6	21
Arthropoda	0	0	13.33333333	13.33333333	0	23.33333333	0	23.33333333	0	0	0	0	0	0	0	0	26.66666667	0	0	26.66666667
Arthropoda	0	0	0	0	0	0	0	0	7.666666667	0	0	7.666666667	19.33333333	24.66666667	0	44	0	0	13	13
Arthropoda	15.33333333	4	0	19.33333333	0	0	0	0	0	40.66666667	0	40.66666667	0	0	0	0	7.333333333	0	4.666666667	12
Arthropoda	0	0	0	0	6	4.666666667	9.333333333	20	11.33333333	11.66666667	0	23	11.33333333	0	0	11.33333333	0	0	0	0
Arthropoda	0	0	4.333333333	4.333333333	0	29	0	29	0	0	0	0	0	0	0	0	35	0	0	35
Arthropoda	0	9.333333333	2.666666667	12	0	1	2	3	0	0	0	0	6.666666667	0	0	6.666666667	17.66666667	0	16	33.66666667
Arthropoda	0	0	0	0	0	0	0	0	0	68.66666667	0	68.66666667	0	0	0	0	0	0	0	0
Arthropoda	24.33333333	0	0	24.33333333	0	8	1.666666667	9.666666667	0	0	9.333333333	9.333333333	0	0	0	0	1	12.33333333	2.666666667	16
Arthropoda	0	0	0	0	4.666666667	7	0	11.66666667	7	9	21.66666667	37.66666667	0	20.66666667	0	20.66666667	0	0	1	1
Arthropoda	0	0	1.666666667	1.666666667	15	0	24.33333333	39.33333333	0	0	0	0	0	0	0	0	7.666666667	0	0	7.666666667
Arthropoda	0	0	4	4	0	0	0	0	38	0	0	38	0	0	0	0	0	0	8	8
Arthropoda	0	35	77.66666667	112.6666667	19.66666667	29	31.66666667	80.33333334	40.33333333	12.33333333	21.66666667	74.33333333	55	0	84.66666667	139.6666667	15.66666667	165.6666667	63	244.3333334
Arthropoda	0	0	0	0	26	0	20.66666667	46.66666667	0	0	0	0	0	0	0	0	0	0	0	0
Arthropoda	0	0	2.333333333	2.333333333	2	0	0	2	0	1.333333333	8.666666667	10	0	26.33333333	0	26.33333333	4.333333333	0	0	4.333333333
Arthropoda	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	57	0	0	0	0
Arthropoda	0	0	1.666666667	1.666666667	2	0	0	2	0	30.33333333	12.33333333	42.66666666	0	0	0	0	0	5	2	7
Arthropoda	0	0	16.33333333	16.33333333	0	0	0	0	0	0	0	0	0	23	0	23	5.333333333	1.333333333	7.333333333	14
Arthropoda	0	14.33333333	21.33333333	35.66666666	0	0	0	0	0	0	0	0	5.666666667	8.333333333	0	14	0	0	0	0
Arthropoda	0	3.666666667	3.333333333	7	5.333333333	3.666666667	13.33333333	22.33333333	0	0	0	0	18.33333333	0	0	18.33333333	0	0	0	0
Arthropoda	0	0	0	0	0	10.66666667	10.66666667	21.33333334	0	1.666666667	4	5.666666667	20.33333333	0	0	20.33333333	0	0	3.333333333	3.333333333
Arthropoda	0	1.333333333	0	1.333333333	6.666666667	7.333333333	0	14	0	0	12	12	0	0	0	0	26.33333333	0	0	26.33333333
Arthropoda	0	0	0	0	7	8.666666667	21	36.66666667	4.666666667	3.333333333	0	8	0	0	0	0	2.666666667	0	7	9.666666667
Arthropoda	0	0	11	11	4.666666667	8.666666667	0	13.33333333	0	0	2.666666667	2.666666667	17	0	0	17	0	0	1	1
Arthropoda	0	0	0	0	3.666666667	0	6	9.666666667	12	3	5.333333333	20.33333333	0	0	0	0	0	3	6.666666667	9.666666667
Arthropoda	0	0	0	0	0	0	0	0	0	3.666666667	3.666666667	7.333333334	0	0	0	0	16.66666667	20.66666667	8	45.33333334
Arthropoda	0	31	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	14
Arthropoda	0	2.333333333	3	5.333333333	2	6.666666667	0	8.666666667	7.666666667	2.333333333	0	10	4.333333333	2.333333333	0	6.666666666	13.66666667	0	0	13.66666667
Arthropoda	0	40.33333333	38	78.33333333	42.66666667	71	1	114.6666667	14.66666667	79.33333333	131.3333333	225.3333333	31	20.66666667	0	51.66666667	39	0	18	57
Arthropoda	10.33333333	1.333333333	0	11.66666666	0	0	0	0	0	0	25.66666667	25.66666667	0	0	0	0	0	0	0	0
Arthropoda	9.666666667	10.33333333	7	27	2	0	4.666666667	6.666666667	0	1	0	1	0	0	0	0	0	1	3.333333333	4.333333333
Arthropoda	3.333333333	6.666666667	0	10	0	1	0	1	0	0	0	0	14.66666667	0	0	14.66666667	14.66666667	0	1.666666667	16.33333334
Arthropoda	0	0	0	0	1.333333333	0	3	4.333333333	23.33333333	5.666666667	9.666666667	38.66666666	0	0	0	0	0	0	0	0
Arthropoda	0	10.66666667	0	10.66666667	0	5.666666667	5	10.66666667	0	0	0	0	0	0	0	0	3	0	12	15
Arthropoda	0	3.333333333	0	3.333333333	2	3	0	5	7.666666667	0	0	7.666666667	0	0	0	0	11	2.666666667	14.33333333	28
Arthropoda	0	0	0	0	0	0	0	0	0	36	0	36	0	0	0	0	0	0	0	0
Arthropoda	0	0	0	0	5.666666667	0	4	9.666666667	0	20.33333333	0	20.33333333	0	0	0	0	1	0	1.666666667	2.666666667
Arthropoda	0	0	0	0	0	0	0	0	11.66666667	5	16.66666667	33.33333334	0	0	0	0	0	0	0	0
Arthropoda	0	0	2.666666667	2.666666667	0	0	0	0	0	0	0	0	0	0	0	0	34.66666667	0	0	34.66666667
Arthropoda	0	0	0	0	0	0	0	0	30	4.333333333	0	34.33333333	0	0	0	0	0	0	0	0
Arthropoda	0	3.333333333	0	3.333333333	0	3	0	3	0	3.333333333	7.333333333	10.66666667	0	5.333333333	0	5.333333333	8	0	3.333333333	11.33333333
Arthropoda	0	0	29	29	9	41	33	83	19.66666667	37	27.66666667	84.33333334	44	0	0	44	110.6666667	24	65.33333333	200
Arthropoda	0	0	0	0	0	0	0	0	5	29.66666667	0	34.66666667	0	0	0	0	0	0	0	0
Arthropoda	94.66666667	29.33333333	7.333333333	131.3333333	5.666666667	19.66666667	91.33333333	116.6666667	1.333333333	0	0	1.333333333	0	48	0	48	87.33333333	48.33333333	20.33333333	156
Arthropoda	0	0	0	0	0	0	0	0	31.66666667	0	0	31.66666667	0	0	0	0	0	0	0	0
Arthropoda	0	10	0	10	68.66666667	111	199.6666667	379.3333334	7.333333333	1	4.333333333	12.66666667	0	0	0	0	16.66666667	8.333333333	7	32
Arthropoda	0	0	5	5	0	8	0	8	0	6.333333333	2	8.333333333	0	0	0	0	9	0	1.333333333	10.33333333
Arthropoda	0	0	0	0	0	0	0	0	5.333333333	9	0	14.33333333	17.33333333	0	0	17.33333333	0	0	0	0
Arthropoda	0	7.333333333	0	7.333333333	0	0	0	0	0	20	4	24	0	0	0	0	0	0	0	0
Arthropoda	0	7.333333333	0	7.333333333	0	0	0	0	0	16.66666667	0	16.66666667	0	0	0	0	0	0	5.666666667	5.666666667
Arthropoda	0	12	0	12	0	0	0	0	0	3.333333333	0	3.333333333	0	0	0	0	5.333333333	15.33333333	7.333333333	28
Arthropoda	0	0	0	0	6.666666667	0	0	6.666666667	0	0	0	0	0	0	0	0	12.33333333	0	10	22.33333333
Arthropoda	91.33333333	283.3333333	200.3333333	574.9999999	146	176.3333333	406	728.3333333	79.66666667	68.33333333	156.6666667	304.6666667	238	163.3333333	0	401.3333333	264	432	237	933
Arthropoda	0	0	4.666666667	4.666666667	0	11.66666667	3.666666667	15.33333334	0	0	0	0	9.333333333	0	0	9.333333333	0	0	0	0
Arthropoda	0	0	0	0	9.333333333	21.66666667	0	31	1.666666667	0	0	1.666666667	0	0	0	0	0	0	0	0
Arthropoda	5	23.33333333	3	31.33333333	0	10.66666667	0	10.66666667	0	0	0	0	1.666666667	0	0	1.666666667	0	0	0	0
Chordata	7	2.333333333	1.333333333	10.66666667	1.333333333	0	0	1.333333333	0	0	9.333333333	9.333333333	8	0	6.333333333	14.33333333	1	26.33333333	0	27.33333333
Cnidaria	0	0	5.666666667	5.666666667	0	6	0	6	1.333333333	0	0	1.333333333	8.333333333	0	0	8.333333333	0	0	7.333333333	7.333333333
Cnidaria	0	0	2.666666667	2.666666667	0	12	0	12	0	0	10	10	0	0	0	0	0	0	0	0
Cnidaria	0	0	1.333333333	1.333333333	47	12	0	59	34.66666667	101.6666667	123.6666667	260.0000001	36.66666667	20.66666667	0	57.33333334	20	12	6	38
Cnidaria	0	16.33333333	7.666666667	24	0	0	0	0	0	1.333333333	0	1.333333333	0	0	0	0	1	0	0	1
Cnidaria	0	1	0	1	0	2	0	2	11	9.333333333	0	20.33333333	0	0	0	0	3	0	0	3
Cnidaria	0	0	0	0	1	0	0	1	0	8	0	8	9.666666667	0	0	9.666666667	0	4	2.333333333	6.333333333
Cnidaria	0	0	0	0	0	19	2.666666667	21.66666667	0	7.666666667	0	7.666666667	0	0	0	0	0	0	0	0
Cnidaria	0	0	4.333333333	4.333333333	0	0	0	0	0	0	0	0	0	3.666666667	0	3.666666667	13	0	2.666666667	15.66666667
Cnidaria	0	0	0	0	0	4	0	4	0	0	0	0	3.666666667	0	0	3.666666667	0	0	17.66666667	17.66666667
Cnidaria	0	0	1.333333333	1.333333333	3.666666667	2.333333333	0	6	0	5	0	5	0	0	0	0	5.333333333	0	5.666666667	11
Cnidaria	0	109.3333333	1	110.3333333	72	64.66666667	40.33333333	177	5	24.33333333	0	29.33333333	17.33333333	0	0	17.33333333	25.33333333	0	29.66666667	55
Cnidaria	30.66666667	182.3333333	143.6666667	356.6666667	202.3333333	262.3333333	176.3333333	640.9999999	31	6.333333333	34	71.33333333	83.66666667	57.66666667	0	141.3333333	399.3333333	325	281	1005.333333
Cnidaria	0	29	28.66666667	57.66666667	14.66666667	85.33333333	0	100	10.33333333	71.33333333	95.66666667	177.3333333	18.33333333	8	0	26.33333333	7.333333333	0	30.33333333	37.66666666
Cnidaria	0	0	3.666666667	3.666666667	0	19.33333333	0	19.33333333	0	0	0	0	0	0	0	0	0	0	0	0
Cnidaria	0	15	46	61	11	54.66666667	21.66666667	87.33333334	33	17.66666667	25.66666667	76.33333334	0	15	0	15	38	36.33333333	40.33333333	114.6666667
Cnidaria	0	6	1	7	0	1.333333333	0	1.333333333	6.333333333	0	1.333333333	7.666666666	0	0	0	0	2.666666667	1.333333333	0	4
Cnidaria	0	72	44.66666667	116.6666667	0	33.33333333	3.666666667	37	10.33333333	21.33333333	0	31.66666666	71	89.66666667	0	160.6666667	18.66666667	0	1.666666667	20.33333334
Cnidaria	0	10.33333333	0	10.33333333	0	0	1.666666667	1.666666667	4.333333333	0	0	4.333333333	0	0	0	0	1.666666667	0	1.333333333	3
Cnidaria	0	0	0	0	0	12.66666667	0	12.66666667	0	0	0	0	0	12.66666667	0	12.66666667	0	0	2	2
Cnidaria	0	0	8.666666667	8.666666667	0	0	0	0	0	0	0	0	12	0	0	12	0	0	0	0
Cnidaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.33333333	17.33333333
Cnidaria	0	0	1.333333333	1.333333333	0	0	5.666666667	5.666666667	0	0	0	0	0	0	0	0	2.666666667	0	6.666666667	9.333333334
Cnidaria	0	4	0	4	0	0	0	0	0	14	0	14	0	0	0	0	0	0	0	0
Cnidaria	0	23.33333333	17	40.33333333	0	0	0	0	45	71	135.3333333	251.3333333	3	1	0	4	0	0	0	0
Cnidaria	0	3.333333333	0	3.333333333	0	0	0	0	0	0	0	0	0	11.33333333	0	11.33333333	0	0	2	2
Cnidaria	0	0	0	0	0	0	0	0	0	0	0	0	2.666666667	0	0	2.666666667	0	0	11.66666667	11.66666667
Cnidaria	0	0	0	0	0	0	0	0	0	0	0	0	12.66666667	0	0	12.66666667	0	0	1.666666667	1.666666667
Cnidaria	1	7.333333333	10.33333333	18.66666666	12	25	0	37	38	23.33333333	68.33333333	129.6666667	36.33333333	0	0	36.33333333	15	33	29.33333333	77.33333333
Cnidaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	9.666666667	16.66666667
Cnidaria	0	0	5.666666667	5.666666667	0	0	0	0	0	3	0	3	0	0	0	0	0	6.666666667	0	6.666666667
Cnidaria	0	0	4	4	0	2	0	2	12.33333333	0	0	12.33333333	0	0	0	0	0	0	0	0
Cnidaria	0	0	0	0	0	0	0	0	0	4.333333333	0	4.333333333	0	0	0	0	0	13	0	13
Cnidaria	0	0	2	2	3.666666667	0	0	3.666666667	0	0	0	0	3.666666667	0	0	3.666666667	0	0	3	3
Cnidaria	0	0	0	0	0	0	0	0	0	9.333333333	4.666666667	14	0	0	0	0	0	0	0	0
Cnidaria	0	0	3.666666667	3.666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.66666667	10.66666667
Cnidaria	0	18.66666667	6	24.66666667	32	11.66666667	11	54.66666667	33	36.66666667	30.33333333	100	10.33333333	12.66666667	0	23	31	0	28.66666667	59.66666667
Cnidaria	27.33333333	22.66666667	1	51	0	1	0	1	22.33333333	100	34	156.3333333	0	0	0	0	23.66666667	0	40.33333333	64
Cnidaria	0	0	1.666666667	1.666666667	0	3.333333333	0	3.333333333	0	0	0	0	0	0	0	0	0	10.33333333	0	10.33333333
Cnidaria	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	13.33333333	0	0	13.33333333
Cnidaria	0	0	0	0	5	0	0	5	0	0	6.333333333	6.333333333	0	1.333333333	0	1.333333333	0	0	0	0
Cnidaria	6.333333333	0	0	6.333333333	7.666666667	0	0	7.666666667	0	0	0	0	0	0	0	0	0	0	0	0
Cnidaria	0	0	0	0	13.33333333	0	0	13.33333333	0	0	0	0	0	0	0	0	0	0	0	0
Cnidaria	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	9	5.333333333	0	14.33333333
Cnidaria	0	0	0	0	0	10	0	10	0	0	0	0	0	0	0	0	0	0	1.666666667	1.666666667
Cnidaria	0	0	0	0	0	0	0	0	0	9.666666667	0	9.666666667	0	0	0	0	0	1	0	1
Cnidaria	0	0	3.333333333	3.333333333	0	0	0	0	0	4	3.333333333	7.333333333	0	0	0	0	0	0	0	0
Cnidaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.666666667	0	9	10.66666667
Cnidaria	0	10	1	11	33	24.33333333	9	66.33333333	15	53	49	117	21	0	0	21	16.33333333	0	6.666666667	23
Cnidaria	0	0	0	0	0	8.333333333	2	10.33333333	0	0	0	0	0	0	0	0	0	0	0	0
Cnidaria	0	0	0	0	0	0	4.333333333	4.333333333	0	0	5.333333333	5.333333333	0	0	0	0	0	0	0	0
Cnidaria	0	0	0	0	0	0	2.333333333	2.333333333	0	0	3	3	0	0	0	0	0	10	5.666666667	15.66666667
Cnidaria	0	0	0	0	0	0	0	0	0	0	0	0	1.333333333	1.333333333	0	2.666666666	6.333333333	0	0	6.333333333
Cnidaria	0	0	0	0	2	3	0	5	1.333333333	0	0	1.333333333	1	0	0	1	0	0	0	0
Cnidaria	0	0	0	0	0	0	0	0	0	3.666666667	6	9.666666667	0	1	0	1	0	0	0	0
Cnidaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	1	11
Cnidaria	0	0	0	0	0	0	3.333333333	3.333333333	0	0	0	0	0	0	0	0	0	10	4.333333333	14.33333333
Cnidaria	0	0	0	0	0	8	0	8	0	0	0	0	0	0	0	0	0	0	1.333333333	1.333333333
Cnidaria	0	0	0	0	0	3.666666667	0	3.666666667	92.33333333	30.66666667	11	134	0	0	0	0	24	0	44.33333333	68.33333333
Cnidaria	2	0	0	2	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0
Cnidaria	5.333333333	1.666666667	0	7	0	0	0	0	0	0	0	0	1.333333333	0	0	1.333333333	0	0	0	0
Cnidaria	0	0	0	0	0	0	0	0	0	0	1.333333333	1.333333333	0	0	0	0	0	7.333333333	0	7.333333333
Cnidaria	0	13	23	36	0	0	0	0	0	12.66666667	15.66666667	28.33333334	37	106	0	143	0	0	0	0
Cnidaria	0	0	0	0	1	0	0	1	3.666666667	0	2	5.666666667	0	0	0	0	0	0	0	0
Cnidaria	0	2.666666667	3.666666667	6.333333334	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0
Cnidaria	0	0	0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0
Cnidaria	0	41.33333333	33.33333333	74.66666666	2	11	3.333333333	16.33333333	2	1.333333333	17	20.33333333	15	0	0	15	34.66666667	0	43.66666667	78.33333334
Cnidaria	20.33333333	35	13.33333333	68.66666666	8.666666667	10.33333333	57.33333333	76.33333333	18.33333333	0	13	31.33333333	0	0	0	0	4	12.66666667	1	17.66666667
Cnidaria	0	0	0	0	0	0	0	0	0	2.333333333	0	2.333333333	0	0	0	0	7	0	0	7
Cnidaria	32	91.66666667	73.66666667	197.3333333	98	137	142.3333333	377.3333333	70	63.33333333	62.33333333	195.6666667	168.3333333	70	0	238.3333333	177	38	179.6666667	394.6666667
Cnidaria	2.333333333	0	1.666666667	4	0	0	1.333333333	1.333333333	0	0	0	0	0	0	0	0	0	0	1	1
Cnidaria	0	0	0	0	0	0	0	0	0	30.33333333	15	45.33333333	96.66666667	25.33333333	6	128	0	2	19	21
Cnidaria	1	7	4	12	9.666666667	31.33333333	25.66666667	66.66666667	28	29.33333333	17.33333333	74.66666666	17.66666667	2.333333333	0	20	14.66666667	5.666666667	2.666666667	23
Cnidaria	0	2.333333333	0	2.333333333	0	0	0	0	0	0	3.666666667	3.666666667	0	0	0	0	0	0	0	0
Cnidaria	0	0	1.333333333	1.333333333	0	0	3	3	0	0	0	0	1.333333333	0	0	1.333333333	0	0	0	0
Cnidaria	0	0	0	0	0	3.666666667	2	5.666666667	0	0	0	0	1.666666667	0	0	1.666666667	0	0	0	0
Cnidaria	0	0	0	0	0	0	0	0	1	0	0	1	4	0	0	4	0	0	0	0
Cnidaria	0	0	0	0	0	2.666666667	14.33333333	17	0	64	0	64	11.33333333	0	0	11.33333333	20.66666667	0	44.33333333	65
Cnidaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4.333333333	5.333333333
Cnidaria	0	34.66666667	0	34.66666667	0	7.333333333	0	7.333333333	11.66666667	13.33333333	23.66666667	48.66666667	0	0	0	0	15.33333333	39.66666667	5.666666667	60.66666667
Cnidaria	0	0	0	0	0	1.666666667	0	1.666666667	0	0	0	0	0	0	0	0	1.333333333	0	0	1.333333333
Cnidaria	0	18.66666667	51	69.66666667	3.666666667	1.333333333	0	5	0	0	0	0	13	0	1	14	25.33333333	0	6.333333333	31.66666666
Cnidaria	0	0	2.666666667	2.666666667	0	0	0	0	4.666666667	1.333333333	2.333333333	8.333333333	113.6666667	2.666666667	4	120.3333334	0	0	0	0
Cnidaria	0	21.33333333	17.66666667	39	16.66666667	23.66666667	21	61.33333334	0	0	0	0	0	5.333333333	0	5.333333333	4.333333333	0	18	22.33333333
Cnidaria	1	11.66666667	11	23.66666667	12	19.66666667	3.666666667	35.33333334	10.66666667	30.66666667	6.333333333	47.66666667	1.666666667	5	0	6.666666667	6	2.666666667	8.666666667	17.33333333
Cnidaria	1	29.33333333	87	117.3333333	0	0	0	0	0	0	0	0	0	0	0	0	0	4.666666667	0	4.666666667
Cnidaria	0	39.66666667	10.33333333	50	0	16	11.66666667	27.66666667	2	1.666666667	15.66666667	19.33333334	0	6.333333333	0	6.333333333	26.33333333	0	7.333333333	33.66666666
Cnidaria	0	5.333333333	0	5.333333333	0	2	2	4	11.66666667	0	0	11.66666667	0	0	0	0	62.33333333	12.66666667	16.66666667	91.66666667
Cnidaria	0	1.666666667	9.666666667	11.33333333	0	12	0	12	4	51	17	72	6	0	0	6	4.333333333	0	12	16.33333333
Cnidaria	0	0	7.666666667	7.666666667	0	15	17.33333333	32.33333333	8	18	28.66666667	54.66666667	3	0	0	3	0	5.333333333	11	16.33333333
Cnidaria	0	1	0	1	3	20.66666667	11	34.66666667	34	7	18.66666667	59.66666667	0	0	0	0	2.666666667	0	3.666666667	6.333333334
Cnidaria	0	0	0	0	2	0	0	2	58	25.66666667	10.33333333	94	0	0	0	0	2.333333333	0	14	16.33333333
Cnidaria	0	1	1.666666667	2.666666667	10	0	4	14	53	3	17.66666667	73.66666667	0	0	0	0	9.666666667	0	8	17.66666667
Cnidaria	13.66666667	35.33333333	3.666666667	52.66666667	12.66666667	13.66666667	13	39.33333334	0	0	4.666666667	4.666666667	0	1	0	1	12.66666667	0	0	12.66666667
Cnidaria	132.6666667	367.3333333	104.3333333	604.3333333	236	281.6666667	152.6666667	670.3333334	342	304	338	984	204.3333333	184.3333333	0	388.6666666	528	495.3333333	300	1323.333333
Cnidaria	0	7	6.666666667	13.66666667	5	20	0	25	0	4.333333333	3	7.333333333	16	10	0	26	13.66666667	0	19.66666667	33.33333334
Cnidaria	0	0	2.666666667	2.666666667	0	0	0	0	0	0	0	0	41	24.33333333	23.33333333	88.66666666	0	1	4.666666667	5.666666667
Cnidaria	28.66666667	32.33333333	61	122	65.66666667	70.33333333	32.33333333	168.3333333	44	83.33333333	62	189.3333333	155.3333333	1.666666667	55.66666667	212.6666666	49.66666667	42.33333333	60	152
Cnidaria	78.66666667	27.33333333	0	106	28.33333333	12	60	100.3333333	151.6666667	159.3333333	169	480	26.33333333	60.33333333	0	86.66666666	32	103.6666667	73.66666667	209.3333334
Cnidaria	0	0	0	0	13	32.66666667	11	56.66666667	0	0	0	0	0	0	0	0	27	0	0	27
Cnidaria	0	82.66666667	0	82.66666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cnidaria	0	0	1	1	10.66666667	0	0	10.66666667	15.66666667	7	0	22.66666667	0	0	0	0	12.33333333	12.33333333	25.66666667	50.33333333
Cnidaria	0	9.333333333	0	9.333333333	0	9.666666667	3	12.66666667	0	6.333333333	24.66666667	31	11.33333333	0	0	11.33333333	27.33333333	0	0	27.33333333
Cnidaria	0	0	9	9	19.66666667	19	0	38.66666667	0	0	0	0	0	0	0	0	27	0	0	27
Cnidaria	0	16.33333333	7.333333333	23.66666666	0	11	0	11	0	0	0	0	9.666666667	26.33333333	0	36	8	0	0	8
Cnidaria	20.66666667	1.333333333	22	44	0	0	0	0	0	0	0	0	10.33333333	9	0	19.33333333	0	15.33333333	0	15.33333333
Cnidaria	0	3	0	3	0	6.333333333	0	6.333333333	0	35.66666667	20	55.66666667	0	0	0	0	13	0	3.666666667	16.66666667
Cnidaria	0	51.33333333	15.66666667	67	0	0	0	0	0	21	0	21	1	0	0	1	0	3	0	3
Cnidaria	7	20	35	62	42	38.33333333	24.66666667	105	96.33333333	135	109.3333333	340.6666666	80.33333333	56	0	136.3333333	58	0	50.66666667	108.6666667
Cnidaria	0	8.333333333	7.333333333	15.66666667	19.33333333	15.33333333	0	34.66666666	2.333333333	0	0	2.333333333	1.333333333	0	0	1.333333333	30	39.66666667	32	101.6666667
Cnidaria	0	0	0	0	0	0	0	0	13.66666667	10	0	23.66666667	0	0	0	0	28	0	19.66666667	47.66666667
Cnidaria	0	1	0	1	0	0	33	33	0	0	0	0	7	27	0	34	0	0	0	0
Cnidaria	0	0	17	17	0	0	0	0	0	48.33333333	23.33333333	71.66666666	0	0	0	0	0	0	0	0
Cnidaria	0	0	0	0	0	14.33333333	31.66666667	46	0	16	0	16	0	0	0	0	0	0	13.33333333	13.33333333
Cnidaria	0	0	0	0	2.333333333	0	7	9.333333333	4	32.66666667	21.33333333	58	0	0	0	0	3.333333333	0	0	3.333333333
Cnidaria	0	0	0	0	0	0	0	0	0	41.33333333	29	70.33333333	0	0	0	0	0	0	0	0
Cnidaria	0	0	12	12	0	0	2.666666667	2.666666667	11	0	3.333333333	14.33333333	43.66666667	0	0	43.66666667	0	0	0	0
Cnidaria	0	0	13	13	0	0	0	0	0	0	0	0	0	0	0	0	44.66666667	0	13	57.66666667
Cnidaria	0	1	0	1	0	39.33333333	1.666666667	41	0	2.333333333	0	2.333333333	0	5	0	5	9	0	0	9
Cnidaria	0	22.33333333	0	22.33333333	0	11	5.333333333	16.33333333	18.66666667	30.66666667	16	65.33333334	4.666666667	0	0	4.666666667	2.666666667	0	22.66666667	25.33333334
Cnidaria	0	5	16.33333333	21.33333333	4.333333333	12.66666667	1.666666667	18.66666667	0	0	0	0	5.666666667	3.333333333	0	9	14	0	0	14
Cnidaria	0	0	0	0	0	0	0	0	12.33333333	0	17.66666667	30	0	0	0	0	26.33333333	0	0	26.33333333
Cnidaria	0	13.66666667	0	13.66666667	0	0	0	0	12.33333333	5.666666667	0	18	0	0	0	0	12	0	8.333333333	20.33333333
Cnidaria	0	3.666666667	0	3.666666667	6.333333333	13	0	19.33333333	0	6.666666667	0	6.666666667	0	0	0	0	24.33333333	0	0	24.33333333
Cnidaria	0	0	0	0	0	0	0	0	8	0	0	8	0	0	0	0	20.66666667	0	17.66666667	38.33333334
Cnidaria	0	0	0	0	0	0	0	0	12.33333333	22	22.33333333	56.66666666	0	0	0	0	0	0	0	0
Cnidaria	0	0	1.333333333	1.333333333	0	9.666666667	0	9.666666667	0	7	29.66666667	36.66666667	0	0	0	0	0	0	3.666666667	3.666666667
Cnidaria	0	0	11.33333333	11.33333333	0	6.666666667	0	6.666666667	0	15.66666667	1.666666667	17.33333334	0	0	0	0	12.66666667	0	0	12.66666667
Cnidaria	0	0	0	0	0	0	0	0	0	1.333333333	0	1.333333333	9.333333333	36.33333333	0	45.66666666	0	0	0	0
Cnidaria	26	0	5.666666667	31.66666667	0	0	7.333333333	7.333333333	0	0	0	0	0	0	0	0	6.333333333	0	0	6.333333333
Cnidaria	0	16	11.33333333	27.33333333	0	2	0	2	0	20	0	20	0	0	0	0	0	0	0	0
