phylum	PUA	PUA	PUA	PUA	PUE	PUE	PUE	PUE	CT	CT	CT	CT	CU	CU	CU	CU	PT	PT	PT	PT
Porifera	0	0	11.33333333	11.33333333	0	0	2.666666667	2.666666667	2.666666667	1	0	3.666666667	0	0	0	0	10	2	8	20
Porifera	0	43.33333333	28.66666667	72	13	67	58	138	21.66666667	12	8.333333333	42	10	5	0	15	87.33333333	35.33333333	50	172.6666667
Rotifera	0	0	0	0	11.33333333	0	0	11.33333333	0	0	0	0	0	0	0	0	17.33333333	0	0	17.33333333
Rotifera	0	3	10.33333333	13.33333333	0	0	0	0	0	0	0	0	0	0	0	0	4.333333333	0	0	4.333333333
Rotifera	0	2	0	2	0	0	0	0	0	7	0	7	0	0	0	0	1.333333333	0	2.333333333	3.666666666
Rotifera	0	6	34.33333333	40.33333333	13.33333333	9	15	37.33333333	13	19.33333333	10.33333333	42.66666666	2	0	0	2	3.333333333	4.333333333	4	11.66666667
Rotifera	0	0	0	0	0	0	0	0	0	35.33333333	52	87.33333333	0	0	0	0	0	0	0	0
Rotifera	0	1	10.66666667	11.66666667	1.666666667	16.66666667	5.666666667	24	0	2.333333333	7.666666667	10	10	5.666666667	0	15.66666667	22.33333333	0	8	30.33333333
Rotifera	0	0	0	0	0	0	2.333333333	2.333333333	12.66666667	3.666666667	26	42.33333334	0	0	0	0	0	0	0	0
Rotifera	0	8	2.333333333	10.33333333	0	0	0	0	0	1	0	1	17.66666667	0	0	17.66666667	6.666666667	0	6.666666667	13.33333333
Rotifera	130	25	2.666666667	157.6666667	55.33333333	72	79.33333333	206.6666667	27.66666667	2.333333333	38.33333333	68.33333333	18.33333333	0	0	18.33333333	5	11	13.33333333	29.33333333
Rotifera	3.666666667	0	0	3.666666667	0	0	0	0	19	1.333333333	4.333333333	24.66666667	8.333333333	0	0	8.333333333	0	0	0	0
